,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
431,1,390000,Female,Graduate,Single,27,271314,281885,282828,289814,286991
432,0,110000,Female,Graduate,Single,29,51149,50014,48990,47922,47037
433,0,580000,Female,Graduate,Married,36,162070,162749,163414,159562,155767
434,0,360000,Male,High_School,Married,55,0,0,-5,-223,2470
435,1,270000,Female,University,Married,32,213413,207690,217644,221286,223036
436,0,60000,Female,Graduate,Single,27,0,150,0,0,0
437,0,110000,Male,High_School,Married,37,57845,58072,58305,59962,60199
438,0,50000,Female,Graduate,Married,25,20059,20638,43982,43669,47731
439,1,80000,Female,Graduate,Single,23,45310,6235,36686,56206,70069
440,0,50000,Male,University,Single,23,12099,1345,0,0,0
441,0,100000,Male,Graduate,Single,32,89522,89881,84951,83252,81586
442,0,30000,Female,Graduate,Single,26,0,0,0,0,0
443,0,200000,Female,Graduate,Single,27,114760,113210,110881,120425,118949
444,1,240000,Male,Graduate,Single,44,190857,186410,193243,225547,219417
445,0,220000,Male,University,Single,34,15002,19329,23775,27754,31704
446,0,160000,Female,Graduate,Single,28,81488,79855,87983,85502,103104
447,0,180000,Female,Graduate,Married,53,0,0,5346,0,0
448,0,200000,Male,Others,Married,42,0,29400,28428,30768,33246
449,0,140000,Female,High_School,Married,30,56580,58638,65000,69321,93502
450,1,380000,Male,Graduate,Married,51,0,0,0,0,0
451,1,600000,Male,Graduate,Married,53,413715,424982,431130,451703,458862
452,0,260000,Male,University,Single,37,125074,120402,-7612,31616,248736
453,0,200000,Female,Graduate,Single,26,0,0,0,0,0
454,0,80000,Male,University,Single,42,46643,47119,47540,27121,25702
455,0,40000,Male,University,Single,39,0,10388,14730,16224,34522
456,0,130000,Male,High_School,Single,39,75820,71217,72383,68175,69329
457,0,50000,Male,Graduate,Single,32,0,0,24475,23426,22331
458,0,230000,Female,University,Married,41,0,0,-4725,-181,0
459,1,70000,Male,University,Married,48,0,9730,17130,30800,37783
460,0,180000,Female,University,Married,38,121219,121075,118022,148647,145994
461,0,80000,Female,University,Married,36,0,0,0,-21,0
462,0,290000,Female,University,Single,26,300,0,0,97000,19860
463,0,230000,Female,Graduate,Single,28,90234,93589,96270,102469,11162
464,0,170000,Female,High_School,Others,56,0,0,0,0,0
465,1,230000,Male,Graduate,Married,59,184827,191879,194231,196536,198795
466,1,220000,Male,Graduate,Single,38,159300,161014,209541,205259,202134
467,0,230000,Male,University,Single,32,19211,19233,21391,23776,26396
468,0,500000,Male,University,Married,38,46403,23268,-7523,42274,39651
469,0,90000,Female,Graduate,Married,41,0,0,0,-56,-2
470,1,390000,Female,High_School,Single,35,253018,248267,243302,356656,349523
471,0,400000,Female,University,Single,41,149121,146120,189748,362353,358680
472,0,180000,Male,University,Married,34,0,0,0,0,0
473,0,60000,Male,High_School,Married,38,33502,31513,30193,29518,28521
474,0,120000,Female,University,Married,32,0,0,0,0,0
475,0,60000,Female,University,Single,29,22159,29291,28614,27537,26458
476,0,50000,Male,Graduate,Single,44,28472,27903,27313,27741,26727
477,0,70000,Female,University,Married,37,48824,48828,71248,67022,65682
478,0,500000,Female,Graduate,Married,38,150,0,0,0,300
479,0,200000,Male,Graduate,Single,31,0,0,0,0,0
480,0,250000,Female,University,Married,40,919,0,0,86366,17060
481,1,140000,Male,University,Single,26,124971,139869,132635,140202,129193
482,0,70000,Female,University,Single,28,4162,0,37118,36687,39687
483,0,90000,Male,High_School,Married,48,57878,61628,65409,67334,71617
484,0,100000,Female,University,Married,43,0,0,0,0,0
485,0,190000,Male,University,Married,31,113438,111992,126002,166611,173033
486,0,230000,Female,Graduate,Married,42,0,0,0,0,0
487,0,320000,Male,University,Married,39,89243,87837,86975,88073,88206
488,1,220000,Female,University,Married,36,0,0,396,0,0
489,0,260000,Female,Graduate,Married,34,-132,0,-255,0,-189
490,0,90000,Female,University,Single,32,0,0,0,0,-157
491,0,30000,Female,University,Married,43,18733,20859,22760,24020,25322
492,0,260000,Male,University,Single,30,67171,66497,108517,210202,96980
493,0,170000,Female,University,Single,28,0,0,0,0,13616
494,1,80000,Female,Graduate,Married,28,10196,9992,9792,8991,8231
495,0,50000,Male,Graduate,Married,41,-320,0,-610,-164,-328
496,0,200000,Female,High_School,Single,47,190717,193398,189814,187449,195440
497,0,20000,Male,University,Single,23,18551,29165,18028,18333,13014
498,0,250000,Female,Graduate,Married,49,-6,-12,0,0,0
499,0,20000,Male,Graduate,Married,38,19133,20255,19955,16649,15649
500,0,30000,Female,University,Married,38,24576,23628,22161,21037,19705
501,0,90000,Female,University,Married,35,30548,26699,27320,22067,22474
502,0,230000,Female,Others,Single,46,185851,181896,178635,221302,217397
503,1,130000,Female,Graduate,Married,33,0,22304,22304,19704,18544
504,0,30000,Male,Others,Married,53,0,0,0,0,0
505,0,160000,Male,Graduate,Single,35,0,-1,0,0,0
506,0,500000,Female,University,Single,43,0,222731,244456,0,0
507,0,180000,Female,University,Single,28,34661,35393,34685,34696,36241
508,0,80000,Female,University,Married,30,5515,9685,10714,12597,11507
509,0,120000,Male,Graduate,Single,26,0,0,0,0,0
510,0,130000,Male,University,Married,31,390,0,0,0,0
511,1,120000,Female,University,Single,35,0,0,0,0,0
512,0,360000,Male,Graduate,Single,28,-504,-25,-7,-19,-266
513,1,50000,Male,University,Single,23,31881,31266,30624,29938,28741
514,0,20000,Female,University,Single,23,12229,15316,15890,19524,17359
515,0,100000,Male,High_School,Married,56,77203,76895,76593,-2891,50991
516,0,70000,Male,High_School,Married,32,68534,67134,65782,65888,64569
517,0,50000,Male,University,Married,47,18760,18385,16614,16320,13695
518,0,10000,Female,University,Single,22,9508,9575,9660,8399,8558
519,0,290000,Female,Graduate,Married,34,108297,103151,99864,96066,91708
520,0,30000,Female,Graduate,Married,31,18818,18291,17925,16925,15925
521,0,410000,Female,University,Single,27,46420,43633,35610,20465,-58
522,1,360000,Male,Graduate,Single,28,-6643,89584,63464,-11076,430
523,1,140000,Female,University,Married,42,63735,65669,65792,66508,106111
524,0,210000,Female,Graduate,Single,32,72127,70605,69161,67737,66289
525,0,220000,Female,University,Single,27,0,0,0,0,0
526,0,20000,Male,University,Single,27,20241,19153,18446,17446,18066
527,1,620000,Female,University,Married,45,164394,161159,157781,154240,156839
528,0,360000,Male,Graduate,Single,26,-13,-8,-8,-8,-8
529,0,20000,Female,University,Single,21,0,-16765,334,13771,0
530,0,50000,Male,University,Single,23,10575,17822,5165,18134,15716
531,0,50000,Male,University,Others,30,17629,17276,16930,15930,46733
532,1,10000,Male,University,Single,46,6541,6652,6037,6143,3994
533,1,100000,Female,High_School,Married,50,60024,61198,59970,54074,52980
534,0,50000,Male,Graduate,Single,26,0,-584,-7,-107,-9
535,0,60000,Male,University,Single,25,4200,0,0,1130,0
536,0,440000,Female,Graduate,Single,35,172121,207547,242584,263075,324694
537,0,120000,Male,University,Married,44,44575,51523,57039,79247,82522
538,0,50000,Female,Graduate,Single,52,0,0,0,0,3166
539,0,110000,Female,University,Married,40,97213,95305,93304,88468,90305
540,0,200000,Female,Graduate,Single,38,0,0,0,0,0
541,0,150000,Female,Graduate,Single,28,0,0,0,0,0
542,1,30000,Female,University,Married,36,27705,27089,27533,27286,28039
543,0,100000,Female,Graduate,Single,24,-87,-43,29648,25178,28933
544,0,360000,Female,Graduate,Married,34,0,166,0,10000,138
545,0,390000,Female,Graduate,Single,31,46941,45751,43495,41237,38220
546,1,220000,Female,Graduate,Married,41,-200,-65,-65,-65,-65
547,0,160000,Female,University,Single,25,0,0,0,0,0
548,0,230000,Female,Graduate,Single,28,10539,9797,9608,7186,0
549,0,120000,Male,Graduate,Single,27,26214,27760,30424,40087,45449
550,1,100000,Male,High_School,Married,52,5638,6144,5781,5418,4568
551,1,190000,Female,Graduate,Single,41,54,0,0,0,0
552,1,50000,Male,Graduate,Married,56,28477,28399,27742,26685,48573
553,0,240000,Female,Graduate,Married,42,0,0,0,0,0
554,0,40000,Female,University,Single,24,35455,37117,36783,35756,34714
555,0,630000,Female,University,Married,47,0,0,0,0,30000
556,0,160000,Female,Graduate,Married,33,0,0,0,-5,-8
557,0,110000,Female,University,Single,32,80106,78403,76629,72716,63565
558,0,20000,Male,University,Single,29,0,0,0,0,16364
559,0,210000,Female,High_School,Married,53,60396,59338,58066,56905,55672
560,0,270000,Male,Graduate,Single,34,0,0,0,10000,0
561,0,360000,Female,University,Single,52,-3,-4,-6,-6,-118
562,0,60000,Female,University,Married,42,0,0,0,0,0
563,0,360000,Male,University,Single,38,61078,60108,58723,55142,103196
564,0,390000,Female,Graduate,Single,45,1468,3339,-2700,-3383,154
565,0,250000,Female,High_School,Single,35,-55,-12,-33,-13,-42
566,1,90000,Female,Graduate,Single,24,22367,17737,15219,13982,12926
567,0,360000,Male,Graduate,Single,28,-20,-23,-33,-30,-1109
568,0,50000,Male,High_School,Single,26,18849,18166,19484,28294,29089
569,0,270000,Female,Graduate,Married,40,0,0,0,0,4706
570,0,200000,Female,Graduate,Single,29,0,-93,-24,-30,-34
571,0,50000,Female,University,Single,23,18013,17305,17125,35663,48324
572,0,350000,Male,Graduate,Single,33,-22,-22,-22,-22,-52
573,1,160000,Female,University,Single,60,0,0,489,0,0
574,0,80000,Female,High_School,Married,49,0,0,0,0,0
575,1,290000,Male,Graduate,Married,53,229966,247089,274395,272308,269024
576,0,270000,Female,Graduate,Single,28,40888,36565,3526,0,0
577,0,80000,Male,Graduate,Single,31,0,538,0,-6,18576
578,0,50000,Male,University,Single,36,6480,6487,6131,5515,4715
579,0,30000,Male,University,Married,35,0,-40,-13,-3,0
580,1,30000,Male,University,Single,28,0,0,0,0,0
581,0,90000,Male,University,Single,33,33000,27000,24003,22000,14000
582,0,160000,Male,Graduate,Single,26,-28,-64,-8,-90,-11
583,0,80000,Female,High_School,Single,53,51022,59056,58445,76138,73954
584,0,50000,Male,University,Single,42,0,44075,47243,47511,48698
585,0,20000,Female,Graduate,Single,25,17618,16456,16123,15094,14061
586,1,220000,Male,Graduate,Married,43,0,0,0,0,0
587,1,210000,Male,High_School,Single,25,0,0,0,21776,-142
588,0,130000,Female,University,Single,29,46119,45197,44293,126969,124231
589,0,260000,Female,University,Married,31,0,0,55557,12361,0
590,0,230000,Female,Graduate,Married,30,49522,54538,0,19092,20981
591,0,160000,Male,Graduate,Single,34,84101,83473,82515,81237,79912
592,0,50000,Male,Graduate,Married,35,4628,5771,6891,12856,4891
593,0,80000,Male,University,Married,32,36052,37362,39349,43145,43810
594,0,110000,Male,High_School,Single,46,59839,58642,57469,56320,55194
595,0,200000,Male,Graduate,Married,43,129307,129785,130244,131423,135714
596,0,360000,Male,University,Single,29,243171,238308,248815,251231,253939
597,0,210000,Female,High_School,Single,31,0,0,0,0,0
598,0,80000,Female,University,Single,24,54964,57535,53886,55683,72005
599,1,300000,Female,University,Married,36,0,0,2303,4606,-4809
600,0,310000,Female,University,Married,43,24581,24458,24228,23756,22756
601,1,30000,Male,High_School,Married,59,0,0,0,0,0
602,0,170000,Male,Graduate,Married,53,12301,17452,17103,17604,16604
603,0,140000,Female,University,Single,28,29930,28384,27816,28171,25816
604,0,180000,Female,University,Single,31,0,0,0,0,0
605,0,50000,Male,Graduate,Single,34,24549,22901,23437,21421,22099
606,0,50000,Female,University,Married,36,0,0,7350,5850,9008
607,0,110000,Female,Graduate,Single,24,31189,42543,39097,34680,33428
608,0,450000,Female,High_School,Married,36,0,0,0,0,0
609,0,200000,Female,University,Married,34,0,0,0,0,0
610,0,220000,Male,Graduate,Single,43,0,0,0,-13614,24730
611,1,360000,Female,Graduate,Single,29,0,0,0,0,0
612,0,50000,Male,University,Married,37,42573,41686,45154,44544,46727
613,0,40000,Male,University,Single,23,26817,26281,25755,24755,29541
614,0,190000,Female,University,Married,37,121478,114528,116284,114570,111856
615,0,150000,Male,Graduate,Single,33,2814,24085,23120,22120,21068
616,0,200000,Female,Graduate,Married,37,0,0,0,0,0
617,0,270000,Female,University,Married,56,97151,104794,102698,99377,118769
618,0,60000,Male,Graduate,Single,25,37240,38119,37639,36633,51217
619,0,200000,Female,University,Married,39,68192,68246,69057,67676,75785
620,0,150000,Female,University,Married,39,29561,27723,30080,34511,33184
621,0,180000,Female,University,Single,28,0,0,-40,-580,-120
622,0,90000,Female,Graduate,Single,27,0,0,0,0,0
623,0,360000,Female,University,Married,37,-2,0,0,0,0
624,0,90000,Female,Graduate,Single,24,0,0,0,0,0
625,0,20000,Female,University,Single,24,15261,15519,14651,13651,12651
626,0,70000,Male,Graduate,Married,46,47946,46873,49757,49966,52674
627,0,230000,Male,Graduate,Married,39,0,0,0,0,0
628,0,30000,Male,High_School,Married,48,28638,28353,28168,27022,27495
629,0,200000,Female,High_School,Others,45,0,0,0,0,-11
630,0,100000,Male,High_School,Single,49,0,0,0,0,0
631,0,50000,Female,University,Single,23,33138,29831,28487,27284,26056
632,0,20000,Female,High_School,Married,25,0,0,4300,5401,15287
633,0,210000,Female,University,Married,47,0,0,0,0,0
634,0,110000,Male,High_School,Married,56,20270,20457,29134,32895,31672
635,0,20000,Female,High_School,Married,44,0,0,0,0,0
636,0,50000,Female,High_School,Married,49,2606,5441,5918,4918,5522
637,0,50000,Male,University,Married,41,18111,18131,19212,19685,20158
638,0,400000,Female,Graduate,Single,40,73599,-67,-28,0,0
639,0,170000,Male,University,Single,31,48461,50672,53888,56171,55132
640,0,280000,Male,University,Married,42,142411,139490,136437,144443,141532
641,0,130000,Female,High_School,Married,28,0,0,0,49000,47956
642,0,210000,Female,University,Single,32,60576,57130,53091,49019,45486
643,0,370000,Male,University,Single,28,47434,43025,43907,136128,219025
644,0,30000,Female,University,Married,31,19251,18637,18264,18782,16233
645,0,150000,Male,High_School,Single,39,-5000,-5000,0,145000,142100
646,1,60000,Male,High_School,Married,31,0,0,0,0,34293
647,0,80000,Female,University,Single,24,55390,54373,53639,63810,74203
648,1,280000,Female,University,Married,44,195874,192250,187517,177189,181779
649,0,20000,Female,University,Single,46,18148,18737,19617,20206,20795
650,0,270000,Male,Graduate,Single,32,-200,-200,0,0,0
651,0,240000,Female,University,Single,26,0,0,0,0,6500
652,0,20000,Female,Graduate,Single,22,18647,18215,17766,16766,18879
653,1,450000,Female,Graduate,Married,42,0,0,0,-200,-200
654,0,10000,Male,University,Single,33,5857,7049,6624,8524,6631
655,1,280000,Male,University,Married,39,-17,-19,-27,-49,-40
656,0,290000,Female,High_School,Single,27,-1000,0,7760,14993,13614
657,1,190000,Female,Graduate,Single,28,32412,41883,47386,47347,46166
658,0,80000,Female,Graduate,Single,23,0,0,11451,17733,33591
659,0,280000,Female,University,Single,28,0,1585,0,0,298
660,0,160000,Female,Graduate,Married,33,0,0,0,0,0
661,1,90000,Male,University,Married,40,0,0,0,0,41811
662,0,140000,Female,Graduate,Single,37,0,0,0,0,0
663,0,50000,Male,Graduate,Single,22,0,5610,5880,5270,4660
664,0,40000,Female,University,Married,32,29056,28493,28007,24667,23417
665,0,130000,Female,High_School,Married,43,96103,94181,94257,92372,123845
666,0,70000,Female,High_School,Married,27,59480,62761,61926,60600,59700
667,0,30000,Female,University,Married,35,25417,25157,24980,24493,24038
668,0,100000,Female,High_School,Married,35,92892,97266,95384,97997,94498
669,1,20000,Female,Graduate,Married,30,7098,6958,7318,7178,5511
670,0,30000,Female,University,Single,34,36904,36337,31265,-1160,-674
671,1,20000,Male,University,Married,34,16113,15387,14642,13642,12642
672,1,100000,Female,Graduate,Single,28,76238,75840,79177,78167,78742
673,1,30000,Male,University,Single,25,1800,2400,2400,2400,2400
674,0,320000,Female,Graduate,Married,41,102109,100390,98694,96903,95152
675,1,90000,Male,High_School,Single,42,28306,26740,31641,29889,63164
676,1,190000,Male,University,Single,40,162928,159225,155370,152786,141765
677,0,200000,Male,Graduate,Single,28,149323,146574,143573,117936,70000
678,0,300000,Female,University,Single,31,0,4059,0,-16,-4
679,0,30000,Female,Graduate,Single,56,0,0,0,0,15730
680,0,110000,Female,University,Others,45,20158,19141,20375,18566,19255
681,0,230000,Female,Graduate,Single,29,0,0,0,0,0
682,0,230000,Female,Graduate,Married,35,0,0,0,5182,4182
683,0,310000,Female,University,Single,28,53170,53189,49762,106374,100955
684,0,320000,Male,Graduate,Married,40,222837,210683,221580,228196,231167
685,0,360000,Male,Graduate,Married,47,-63,-24,170889,-32,-32
686,1,20000,Female,High_School,Married,41,143,252,342,0,0
687,0,170000,Female,University,Single,27,155863,154327,157201,155973,158702
688,0,140000,Male,Graduate,Married,40,131517,128887,126309,123782,121306
689,0,80000,Male,University,Single,32,41039,40708,42360,45893,50019
690,0,150000,Male,University,Single,35,0,0,0,21364,52227
691,0,170000,Male,University,Single,27,0,0,0,0,780
692,1,200000,Female,University,Married,29,120021,117211,114636,127614,150792
693,0,70000,Male,Graduate,Single,30,59329,56372,55621,57571,53729
694,0,320000,Male,University,Married,37,-13,-22,-71,-2,-2
695,0,150000,Female,Graduate,Single,29,0,0,0,0,0
696,0,50000,Female,Graduate,Married,34,7227,6349,-900,10044,27272
697,0,90000,Female,University,Single,34,0,0,0,0,7500
698,0,280000,Male,Graduate,Married,41,30,0,0,-610,-44
699,0,300000,Female,Graduate,Single,31,0,30155,29555,34359,41625
700,0,400000,Female,University,Single,40,0,0,0,0,0
701,0,200000,Female,Graduate,Married,27,0,0,0,0,0
702,1,10000,Female,High_School,Single,22,0,0,0,7223,7778
703,1,50000,Female,University,Others,30,36615,19076,18036,49967,51424
704,0,30000,Female,University,Others,22,24157,24569,25110,25814,21918
705,1,50000,Male,Graduate,Single,26,18160,17419,16925,16096,14892
706,0,50000,Male,University,Married,38,47416,49507,51663,53772,56511
707,0,30000,Female,High_School,Married,46,13173,12549,12758,11298,11806
708,0,20000,Male,University,Single,24,670,688,688,0,6279
